レース	馬番	馬名	前半3F	向正面	出自
1	1		39.1		推定
1	2		39.9		推定
1	3		40.5		推定
1	4		39.8		推定
1	5		39.8		推定
1	6		39.4		推定
1	7		40.9		推定
1	8		41.2		推定
1	9		40.9		推定
1	10		40.9		推定
1	11		39.5		推定
1	12		39.5		推定
2	1		39.7		実測(融合2頭)
2	2		40.2		実測(融合3頭)
2	3		41.1		実測
2	4		40.2		実測(融合3頭)
2	5		39.7		実測(融合2頭)
2	6		40.2		実測(融合3頭)
2	7		40.8		実測(融合2頭)
2	8		40.8		実測(融合2頭)
2	9		40.6		実測(融合3頭)
2	10		41.5		実測
2	11		40.6		実測(融合3頭)
2	12		40.6		実測(融合3頭)
3	1		39.4		実測(融合5頭)
3	2		39.4		実測(融合5頭)
3	3		41.4		実測
3	4		40.6		実測
3	5		38.7		実測(融合3頭)
3	6		39.4		実測(融合5頭)
3	7		39.4		実測(融合5頭)
3	8		38.7		実測(融合3頭)
3	9		39.4		実測(融合5頭)
3	10		41.1		実測
3	11		40.4		実測
3	12		38.7		実測(融合3頭)
4	1		38.4		推定
4	2		39.3		推定
4	3		39.1		推定
4	4		40.0		推定
4	5		38.8		推定
4	6		39.2		推定
4	7		39.2		推定
4	8		39.7		推定
4	9		39.6		推定
4	10		40.4		推定
4	11		39.7		推定
4	12		38.8		推定
5	1		39.6		推定
5	2		40.1		推定
5	4		39.4		推定
5	5		40.5		推定
5	6		40.8		推定
5	7		39.4		推定
5	8		40.5		推定
5	9		39.6		推定
5	10		39.9		推定
6	1		39.4		推定
6	3		38.8		推定
6	4		39.5		推定
6	5		39.3		推定
6	6		40.2		推定
6	7		38.5		推定
6	8		40.2		推定
6	9		38.7		推定
6	10		38.9		推定
7	1		38.8		推定
7	2		39.5		推定
7	3		39.0		推定
7	4		38.9		推定
7	5		39.1		推定
7	6		38.5		推定
7	7		38.1		推定
7	8		40.0		推定
7	9		39.1		推定
7	10		38.2		推定
7	11		38.5		推定
8	1		39.0		推定
8	2		39.2		推定
8	3		39.7		推定
8	4		38.5		推定
8	5		38.7		推定
8	6		39.2		推定
8	7		39.3		推定
8	8		38.3		推定
8	9		39.0		推定
8	10		38.3		推定
9	1		37.9		推定
9	2		38.6		推定
9	3		38.9		推定
9	4		38.1		推定
9	5		38.7		推定
9	6		38.6		推定
9	7		37.8		推定
9	8		37.9		推定
9	9		39.5		推定
10	1		38.1		推定
10	2		38.6		推定
10	3		38.1		推定
10	4		38.4		推定
10	5		39.5		推定
10	6		39.0		推定
10	7		38.0		推定
10	8		38.0		推定
10	9		38.5		推定
10	10		38.6		推定
10	11		37.8		推定
10	12		38.0		推定
11	1		40.5		推定
11	2		41.2		推定
11	3		39.4		推定
11	4		39.8		推定
11	5		37.9		推定
11	6		40.5		推定
11	7		40.1		推定
11	8		39.1		推定
11	9		40.0		推定
11	10		39.7		推定
11	11		39.8		推定
11	12		38.4		推定
