レース	馬番	馬名	前半3F	向正面	出自
1	1		39.5		推定
1	2		38.2		推定
1	3		38.1		推定
1	4		39.7		推定
1	5		38.0		推定
1	6		38.7		推定
1	7		38.7		推定
1	8		38.9		推定
2	1		39.9		推定
2	2		38.8		推定
2	3		38.8		推定
2	4		38.6		推定
2	5		38.9		推定
2	6		38.7		推定
2	7		38.7		推定
2	8		39.6		推定
3	1		37.5		実測(融合4頭)
3	2		38.8		実測
3	3		38.0		実測(融合4頭)
3	4		38.0		実測(融合4頭)
3	5		37.5		実測(融合4頭)
3	6		38.5		実測
3	7		37.5		実測(融合4頭)
3	8		37.0		実測(融合2頭)
3	9		37.5		実測(融合4頭)
3	10		38.0		実測(融合4頭)
3	11		38.0		実測(融合4頭)
3	12		37.0		実測(融合2頭)
4	1		39.4		推定
4	2		39.4		推定
4	3		37.6		推定
4	4		41.4		推定
4	5		39.2		推定
4	6		37.6		推定
4	7		40.3		推定
4	8		39.5		推定
4	9		39.3		推定
5	1		40.0		推定
5	2		39.8		推定
5	3		40.2		推定
5	4		37.9		推定
5	5		39.0		推定
5	6		40.8		推定
5	7		40.0		推定
5	8		37.2		推定
5	9		37.8		推定
5	10		38.1		推定
6	1		39.1		推定
6	2		38.6		推定
6	3		39.4		推定
6	4		39.0		推定
6	5		39.4		推定
6	6		39.8		推定
6	7		42.4		推定
6	8		39.0		推定
6	9		39.2		推定
6	10		38.7		推定
6	11		39.8		推定
6	12		38.8		推定
7	1		37.3		実測(融合3頭)
7	2		38.0		実測(融合5頭)
7	3		38.8		実測
7	4		38.5		実測(融合3頭)
7	5		37.3		実測(融合3頭)
7	6		38.0		実測(融合5頭)
7	7		38.0		実測(融合5頭)
7	8		38.5		実測(融合3頭)
7	9		38.0		実測(融合5頭)
7	10		38.0		実測(融合5頭)
7	11		38.5		実測(融合3頭)
7	12		37.3		実測(融合3頭)
8	1		38.5		実測
8	2		37.2		実測(融合4頭)
8	3		37.2		実測(融合4頭)
8	4		37.2		実測(融合4頭)
8	5		39.8		実測
8	6		38.4		実測
8	7		39.3		実測
8	8		38.7		実測
8	9		37.2		実測(融合4頭)
9	1		38.8		実測
9	2		38.4		実測
9	3		40.7		実測(融合5頭)
9	4		40.7		実測(融合5頭)
9	5		41.5		実測
9	6		40.7		実測(融合5頭)
9	7		40.7		実測(融合5頭)
9	8		40.7		実測(融合5頭)
10	1		40.1		推定
10	2		38.5		推定
10	3		38.9		推定
10	4		38.5		推定
10	5		39.2		推定
10	6		38.1		推定
10	7		38.9		推定
10	8		39.0		推定
10	9		39.4		推定
10	10		38.5		推定
10	11		38.2		推定
10	12		39.2		推定
