レース	馬番	馬名	前半3F	向正面	出自
1	1		38.4		実測(融合3頭)
1	2		38.7		実測(融合3頭)
1	3		38.0		実測
1	4		39.5		実測
1	5		39.0		実測(融合2頭)
1	6		38.7		実測(融合3頭)
1	7		39.6		実測
1	8		38.7		実測(融合3頭)
1	9		39.0		実測(融合2頭)
1	10		38.4		実測(融合3頭)
1	11		38.4		実測(融合3頭)
2	1		39.5		実測(融合3頭)
2	2		38.9		実測(融合3頭)
2	3		38.9		実測(融合3頭)
2	4		39.9		実測(融合3頭)
2	5		39.5		実測(融合3頭)
2	6		39.5		実測(融合3頭)
2	7		39.9		実測(融合3頭)
2	8		38.9		実測(融合3頭)
2	9		39.9		実測(融合3頭)
2	10		40.2		実測
3	1		39.0		推定
3	2		37.9		推定
3	3		37.6		推定
3	4		38.5		推定
3	5		38.0		推定
3	6		37.9		推定
3	7		38.0		推定
4	1		38.4		推定
4	2		42.3		推定
4	3		38.4		推定
4	4		39.7		推定
4	5		38.7		推定
4	6		38.7		推定
4	7		38.9		推定
4	8		39.5		推定
5	1		39.9		推定
5	2		37.8		推定
5	3		39.2		推定
5	4		37.9		推定
5	5		38.3		推定
5	6		39.4		推定
5	7		40.4		推定
5	8		39.1		推定
5	9		39.9		推定
7	1		40.5		推定
7	2		38.7		推定
7	3		40.3		推定
7	4		40.5		推定
7	5		40.2		推定
7	7		39.0		推定
7	8		39.4		推定
7	9		39.6		推定
7	10		38.4		推定
7	11		38.7		推定
8	1		38.2		推定
8	2		38.2		推定
8	3		38.7		推定
8	4		38.7		推定
8	5		38.0		推定
8	6		39.1		推定
8	7		37.9		推定
8	8		37.5		推定
8	9		39.7		推定
8	10		38.0		推定
8	11		37.8		推定
9	1		39.5		実測(融合3頭)
9	2		39.5		実測(融合3頭)
9	3		39.5		実測(融合3頭)
9	4		38.7		実測(融合2頭)
9	5		39.9		実測
9	6		39.7		実測(融合2頭)
9	7		39.7		実測(融合2頭)
9	8		38.7		実測(融合2頭)
9	9		39.4		実測
10	1		38.9		実測(融合4頭)
10	2		39.2		実測
10	3		39.7		実測
10	4		38.9		実測(融合4頭)
10	5		39.1		実測
10	6		38.9		実測(融合4頭)
10	7		39.3		実測
10	8		38.9		実測(融合4頭)
10	9		38.3		実測
11	1		38.1		推定
11	2		38.4		推定
11	3		38.4		推定
11	4		38.5		推定
11	5		38.1		推定
11	7		39.9		推定
11	8		40.9		推定
11	9		41.1		推定
11	10		38.2		推定
11	11		38.9		推定
11	12		39.0		推定
