レース	馬番	馬名	前半3F	向正面	出自
1	1		41.2		推定
1	2		39.9		推定
1	3		41.1		推定
1	4		40.5		推定
1	5		40.5		推定
1	6		39.9		推定
1	7		39.1		推定
1	8		38.9		推定
1	9		38.8		推定
1	10		39.8		推定
1	11		39.5		推定
1	12		40.8		推定
2	2		39.3		推定
2	3		40.6		推定
2	4		40.1		推定
2	6		38.9		推定
2	7		38.8		推定
2	8		38.8		推定
2	9		39.2		推定
2	10		40.6		推定
3	1		40.7		実測
3	2		39.6		実測(融合5頭)
3	3		39.4		実測
3	4		40.5		実測
3	5		41.4		実測
3	6		39.0		実測(融合2頭)
3	7		39.6		実測(融合5頭)
3	8		39.6		実測(融合5頭)
3	9		39.0		実測(融合2頭)
3	10		39.6		実測(融合5頭)
3	11		39.5		実測
3	12		39.6		実測(融合5頭)
4	1		41.8		実測(融合2頭)
4	2		42.0		実測
4	3		41.8		実測(融合2頭)
4	4		41.5		実測(融合2頭)
4	5		41.4		実測
4	6		41.5		実測(融合2頭)
4	7		42.1		実測
4	8		41.1		実測
5	1		39.5		推定
5	2		39.9		推定
5	3		38.9		推定
5	4		40.9		推定
5	5		39.3		推定
5	6		39.9		推定
5	7		39.7		推定
5	8		40.7		推定
5	9		39.1		推定
5	10		39.8		推定
5	11		39.2		推定
5	12		39.1		推定
6	1		40.4		実測(融合3頭)
6	2		39.8		実測(融合2頭)
6	3		40.4		実測(融合3頭)
6	4		40.4		実測(融合3頭)
6	5		40.5		実測(融合2頭)
6	6		40.5		実測(融合2頭)
6	7		41.0		実測
6	8		39.8		実測(融合2頭)
7	1		42.1		実測
7	2		39.1		実測
7	3		40.0		実測(融合3頭)
7	4		39.6		実測(融合3頭)
7	5		39.6		実測(融合3頭)
7	6		39.6		実測(融合3頭)
7	7		40.5		実測
7	8		41.3		実測
7	9		40.0		実測(融合3頭)
7	10		40.0		実測(融合3頭)
7	11		39.5		実測(融合2頭)
7	12		39.5		実測(融合2頭)
8	1		38.5		実測(融合3頭)
8	2		39.0		実測(融合3頭)
8	3		39.0		実測(融合3頭)
8	4		39.3		実測
8	5		38.4		実測(融合2頭)
8	6		38.4		実測(融合2頭)
8	7		38.0		実測
8	8		38.5		実測(融合3頭)
8	9		39.0		実測(融合3頭)
8	10		38.5		実測(融合3頭)
9	1		38.0		実測(融合3頭)
9	2		38.6		実測(融合5頭)
9	3		39.2		実測(融合3頭)
9	4		39.2		実測(融合3頭)
9	5		38.6		実測(融合5頭)
9	6		38.6		実測(融合5頭)
9	7		39.8		実測
9	8		38.0		実測(融合3頭)
9	9		38.6		実測(融合5頭)
9	10		38.0		実測(融合3頭)
9	11		38.6		実測(融合5頭)
9	12		39.2		実測(融合3頭)
10	1		38.8		実測(融合3頭)
10	3		38.2		実測(融合2頭)
10	4		38.2		実測(融合2頭)
10	5		40.1		実測
10	6		40.0		実測
10	7		39.0		実測(融合4頭)
10	8		39.0		実測(融合4頭)
10	9		38.8		実測(融合3頭)
10	10		39.0		実測(融合4頭)
10	11		38.8		実測(融合3頭)
10	12		39.0		実測(融合4頭)
11	1		40.0		実測(融合2頭)
11	2		41.0		実測
11	3		39.4		実測(融合3頭)
11	4		39.4		実測(融合3頭)
11	5		40.3		実測
11	6		39.4		実測(融合3頭)
11	8		40.0		実測(融合2頭)
12	1		39.8		実測(融合4頭)
12	2		39.8		実測(融合4頭)
12	3		38.7		実測(融合2頭)
12	4		39.1		実測(融合4頭)
12	5		40.7		実測
12	6		39.8		実測(融合4頭)
12	7		39.1		実測(融合4頭)
12	8		39.1		実測(融合4頭)
12	9		40.2		実測
12	10		39.8		実測(融合4頭)
12	11		38.7		実測(融合2頭)
12	12		39.1		実測(融合4頭)
