レース	馬番	馬名	前半3F	向正面	出自
1	1		41.9		推定
1	2		42.6		推定
1	3		42.1		推定
1	4		42.9		推定
1	5		41.8		推定
1	6		42.3		推定
1	7		42.3		推定
1	8		41.3		推定
1	9		41.3		推定
2	1		40.6		推定
2	2		41.5		推定
2	3		40.5		推定
2	4		40.6		推定
2	5		41.5		推定
2	6		41.2		推定
2	7		40.5		推定
2	8		41.0		推定
3	1		40.6		推定
3	2		43.7		推定
3	3		44.0		推定
3	4		42.1		推定
3	5		40.8		推定
3	6		40.8		推定
3	7		40.3		推定
3	8		43.6		推定
3	9		41.3		推定
3	10		42.0		推定
3	11		40.7		推定
4	1		41.0		推定
4	2		39.6		推定
4	3		41.7		推定
4	4		41.5		推定
4	5		41.5		推定
4	6		39.4		推定
4	7		40.2		推定
4	8		40.9		推定
4	9		40.2		推定
4	10		41.6		推定
4	11		39.7		推定
4	12		39.5		推定
5	1		39.9		推定
5	2		39.2		推定
5	3		39.6		推定
5	4		40.2		推定
5	5		40.2		推定
5	6		41.2		推定
5	7		39.8		推定
5	8		39.5		推定
5	9		41.0		推定
5	10		40.5		推定
5	11		39.5		推定
6	1		39.5		推定
6	2		40.2		推定
6	3		39.8		推定
6	4		41.3		推定
6	5		39.9		推定
6	6		40.4		推定
6	7		39.7		推定
6	8		39.1		推定
6	9		39.7		推定
6	10		39.2		推定
7	1		39.4		推定
7	2		39.8		推定
7	3		42.0		推定
7	4		39.4		推定
7	5		41.0		推定
7	6		39.7		推定
7	7		39.1		推定
7	8		39.8		推定
7	9		40.2		推定
7	10		39.2		推定
7	11		39.5		推定
8	1		39.3		推定
8	2		41.6		推定
8	3		39.8		推定
8	4		40.1		推定
8	5		39.4		推定
8	6		40.3		推定
8	7		39.1		推定
8	8		40.4		推定
8	9		39.1		推定
8	10		39.3		推定
9	1		40.2		推定
9	3		39.9		推定
9	4		40.7		推定
9	5		41.4		推定
9	6		39.6		推定
9	7		39.6		推定
9	8		38.7		推定
10	1		40.5		実測(融合2頭)
10	2		40.0		実測(融合3頭)
10	3		40.3		実測(融合2頭)
10	4		40.9		実測
10	5		40.6		実測
10	6		40.0		実測(融合3頭)
10	7		40.3		実測(融合2頭)
10	8		40.0		実測(融合3頭)
10	9		40.5		実測(融合2頭)
10	10		39.6		実測
11	1		40.9		推定
11	2		39.8		推定
11	3		39.9		推定
11	4		40.8		推定
11	5		41.0		推定
11	6		40.2		推定
11	7		40.4		推定
11	8		40.1		推定
11	9		40.0		推定
11	10		40.4		推定
11	11		39.9		推定
11	12		40.5		推定
