レース	馬番	馬名	前半3F	向正面	出自
1	1		39.5		実測(融合4頭)
1	2		40.3		実測
1	3		38.8		実測(融合3頭)
1	4		39.5		実測(融合4頭)
1	5		39.9		実測(融合2頭)
1	6		39.5		実測(融合4頭)
1	7		38.8		実測(融合3頭)
1	8		39.9		実測(融合2頭)
1	9		39.5		実測(融合4頭)
1	10		38.8		実測(融合3頭)
2	1		37.6		推定
2	2		39.0		推定
2	3		38.9		推定
2	4		39.5		推定
2	5		39.4		推定
2	6		39.0		推定
2	7		38.5		推定
2	8		39.0		推定
2	9		37.9		推定
3	1		40.8		実測(融合4頭)
3	2		40.5		実測(融合2頭)
3	3		40.8		実測(融合4頭)
3	4		41.1		実測
3	5		40.8		実測(融合4頭)
3	6		41.5		実測
3	7		40.5		実測(融合2頭)
3	8		40.1		実測
3	9		40.8		実測(融合4頭)
4	1		39.4		実測(融合3頭)
4	2		39.4		実測(融合3頭)
4	3		40.1		実測(融合4頭)
4	4		40.1		実測(融合4頭)
4	5		40.1		実測(融合4頭)
4	6		40.4		実測
4	7		40.1		実測(融合4頭)
4	8		39.4		実測(融合3頭)
5	1		41.6		実測
5	2		39.2		実測(融合4頭)
5	3		41.1		実測
5	4		40.4		実測
5	5		39.2		実測(融合4頭)
5	6		39.2		実測(融合4頭)
5	7		39.2		実測(融合4頭)
5	8		40.1		実測
6	1		41.6		実測
6	2		40.9		実測(融合2頭)
6	3		40.5		実測(融合2頭)
6	4		41.1		実測(融合2頭)
6	5		40.7		実測
6	6		41.3		実測(融合2頭)
6	7		40.5		実測(融合2頭)
6	8		40.9		実測(融合2頭)
6	9		40.1		実測(融合2頭)
6	10		40.1		実測(融合2頭)
6	11		41.3		実測(融合2頭)
6	12		41.1		実測(融合2頭)
7	1		40.8		実測(融合2頭)
7	2		40.4		実測(融合4頭)
7	3		41.9		実測
7	4		40.8		実測(融合2頭)
7	5		40.4		実測(融合4頭)
7	6		40.4		実測(融合4頭)
7	7		40.4		実測(融合4頭)
7	8		39.8		実測(融合2頭)
7	9		39.8		実測(融合2頭)
8	1		40.2		実測(融合2頭)
8	2		40.4		実測(融合2頭)
8	3		40.7		実測
8	4		39.6		実測
8	5		40.4		実測(融合2頭)
8	6		40.2		実測(融合2頭)
8	7		40.0		実測(融合2頭)
8	8		40.0		実測(融合2頭)
9	1		38.5		推定
9	2		39.6		推定
9	3		39.9		推定
9	4		40.0		推定
9	5		39.5		推定
9	6		39.8		推定
9	7		38.4		推定
9	8		38.2		推定
9	9		38.0		推定
10	1		39.9		実測(融合4頭)
10	2		40.0		実測
10	3		39.9		実測(融合4頭)
10	4		38.9		実測
10	5		39.3		実測(融合4頭)
10	6		40.7		実測
10	7		40.2		実測
10	8		39.3		実測(融合4頭)
10	9		39.9		実測(融合4頭)
10	10		39.9		実測(融合4頭)
10	11		39.3		実測(融合4頭)
10	12		39.3		実測(融合4頭)
