レース	馬番	馬名	前半3F	向正面	出自
1	1		40.0		推定
1	2		38.8		推定
1	3		40.5		推定
1	4		39.5		推定
1	5		39.6		推定
1	6		38.8		推定
1	7		39.6		推定
1	8		38.6		推定
1	9		39.5		推定
1	10		39.9		推定
2	1		38.0		推定
2	2		39.1		推定
2	3		38.2		推定
2	4		38.6		推定
2	5		37.8		推定
2	6		37.9		推定
2	7		38.0		推定
2	8		40.2		推定
3	1		39.1		推定
3	2		39.1		推定
3	3		38.4		推定
3	4		38.2		推定
3	5		38.6		推定
3	7		38.1		推定
3	8		38.1		推定
3	9		40.2		推定
3	10		38.8		推定
4	1		37.9		推定
4	2		40.8		推定
4	3		40.8		推定
4	4		37.6		推定
4	5		38.4		推定
4	6		37.7		推定
4	7		40.9		推定
4	8		39.3		推定
4	9		37.9		推定
4	10		39.2		推定
5	1		37.9		推定
5	2		40.5		推定
5	3		40.5		推定
5	4		38.0		推定
5	5		38.8		推定
5	6		38.4		推定
5	7		37.8		推定
5	8		37.6		推定
5	9		37.5		推定
5	10		38.4		推定
5	11		40.4		推定
5	12		39.6		推定
6	1		38.4		推定
6	2		37.9		推定
6	3		39.5		推定
6	4		39.2		推定
6	5		38.2		推定
6	6		39.5		推定
6	7		38.0		推定
6	8		37.8		推定
6	9		37.5		推定
6	10		37.5		推定
7	1		40.9		実測(融合4頭)
7	2		40.1		実測(融合3頭)
7	3		42.5		実測
7	4		41.5		実測
7	5		41.4		実測
7	6		40.1		実測(融合3頭)
7	7		40.9		実測(融合4頭)
7	8		40.1		実測(融合3頭)
7	9		41.8		実測
7	10		40.9		実測(融合4頭)
7	11		40.9		実測(融合4頭)
8	1		38.8		実測(融合2頭)
8	2		38.4		実測
8	3		38.9		実測(融合3頭)
8	4		39.3		実測(融合3頭)
8	5		38.9		実測(融合3頭)
8	6		38.8		実測(融合2頭)
8	8		39.3		実測(融合3頭)
8	9		39.3		実測(融合3頭)
8	10		39.8		実測
8	11		38.9		実測(融合3頭)
9	1		38.4		実測(融合4頭)
9	2		39.3		実測
9	3		39.0		実測(融合2頭)
9	4		38.4		実測(融合4頭)
9	5		39.0		実測(融合2頭)
9	6		38.4		実測(融合4頭)
9	7		38.2		実測
9	8		37.9		実測
9	9		38.4		実測(融合4頭)
9	10		39.8		実測
10	1		38.8		実測(融合2頭)
10	2		38.8		実測(融合2頭)
10	3		39.0		実測(融合3頭)
10	4		39.0		実測(融合3頭)
10	6		39.5		実測
10	7		39.4		実測
10	8		38.3		実測(融合2頭)
10	9		38.3		実測(融合2頭)
10	10		39.0		実測(融合3頭)
11	1		38.7		推定
11	2		39.0		推定
11	3		38.5		推定
11	4		38.4		推定
11	5		38.0		推定
11	6		38.0		推定
11	7		37.2		推定
11	8		39.0		推定
11	9		38.3		推定
11	10		38.8		推定
11	11		37.7		推定
11	12		38.3		推定
