レース	馬番	馬名	前半3F	向正面	出自
1	1		40.5		推定
1	2		40.0		推定
1	3		40.5		推定
1	4		41.4		推定
1	5		39.8		推定
1	6		39.8		推定
1	7		42.9		推定
1	8		40.5		推定
2	1		40.4		推定
2	2		40.6		推定
2	3		40.0		推定
2	4		39.6		推定
2	5		39.9		推定
2	6		39.1		推定
2	7		41.9		推定
2	8		40.7		推定
2	9		39.6		推定
3	1		41.3		推定
3	2		40.7		推定
3	3		40.2		推定
3	4		40.3		推定
3	5		40.4		推定
3	6		41.6		推定
3	7		40.1		推定
3	8		40.4		推定
4	1		40.5		実測
4	2		40.4		実測(融合4頭)
4	3		39.4		実測(融合4頭)
4	4		40.4		実測(融合4頭)
4	5		40.4		実測(融合4頭)
4	6		40.4		実測(融合4頭)
4	7		39.4		実測(融合4頭)
4	8		39.4		実測(融合4頭)
4	9		39.4		実測(融合4頭)
5	1		40.1		実測(融合3頭)
5	2		40.7		実測(融合2頭)
5	3		40.1		実測(融合3頭)
5	4		40.4		実測(融合3頭)
5	5		40.1		実測(融合3頭)
5	6		41.6		実測
5	7		41.0		実測
5	8		39.6		実測(融合2頭)
5	9		40.4		実測(融合3頭)
5	10		40.7		実測(融合2頭)
5	11		40.4		実測(融合3頭)
5	12		39.6		実測(融合2頭)
6	1		40.2		実測(融合3頭)
6	2		40.9		実測(融合4頭)
6	3		41.7		実測
6	4		40.9		実測(融合4頭)
6	5		40.2		実測(融合3頭)
6	6		40.2		実測(融合3頭)
6	7		40.9		実測(融合4頭)
6	8		41.3		実測(融合3頭)
6	9		40.9		実測(融合4頭)
6	10		41.3		実測(融合3頭)
6	11		41.4		実測
6	12		41.3		実測(融合3頭)
7	1		40.7		実測(融合4頭)
7	2		40.7		実測(融合4頭)
7	3		41.4		実測
7	4		39.9		実測(融合2頭)
7	5		40.4		実測
7	6		40.7		実測(融合4頭)
7	7		40.7		実測(融合4頭)
7	8		39.9		実測(融合2頭)
8	1		41.3		実測(融合2頭)
8	2		41.8		実測(融合2頭)
8	3		42.1		実測(融合3頭)
8	4		41.3		実測(融合2頭)
8	5		41.6		実測
8	6		42.1		実測(融合3頭)
8	7		42.1		実測(融合3頭)
8	8		41.8		実測(融合2頭)
10	1		39.8		推定
10	2		41.0		推定
10	3		39.5		推定
10	4		40.4		推定
10	5		41.5		推定
10	6		39.4		推定
10	7		39.5		推定
10	8		39.4		推定
10	9		40.7		推定
10	10		40.7		推定
10	11		40.8		推定
10	12		39.7		推定
