レース	馬番	馬名	前半3F	向正面	出自
1	1		38.0		推定
1	2		38.0		推定
1	3		38.4		推定
1	4		38.4		推定
1	5		39.1		推定
1	6		38.0		推定
1	7		39.2		推定
1	8		39.5		推定
1	9		38.5		推定
1	10		38.6		推定
2	1		39.2		推定
2	2		40.1		推定
2	3		40.1		推定
2	4		38.8		推定
2	5		38.9		推定
2	7		39.5		推定
2	8		39.2		推定
2	9		39.1		推定
3	1		40.1		推定
3	2		39.5		推定
3	3		39.8		推定
3	4		40.2		推定
3	5		38.3		推定
3	6		38.7		推定
3	7		39.9		推定
3	8		38.5		推定
4	1		38.6		推定
4	2		40.3		推定
4	3		38.2		推定
4	4		39.3		推定
4	5		38.9		推定
4	6		40.2		推定
4	7		38.3		推定
4	8		41.8		推定
4	9		38.1		推定
5	1		39.9		実測(融合2頭)
5	2		40.5		実測(融合3頭)
5	3		40.5		実測(融合3頭)
5	4		40.1		実測
5	5		39.5		実測(融合2頭)
5	7		40.5		実測(融合3頭)
5	8		38.8		実測(融合2頭)
5	9		39.9		実測(融合2頭)
5	10		38.8		実測(融合2頭)
5	11		39.5		実測(融合2頭)
6	1		38.4		実測(融合5頭)
6	2		37.7		実測(融合2頭)
6	3		38.4		実測(融合5頭)
6	4		38.4		実測(融合5頭)
6	5		40.2		実測(融合2頭)
6	6		39.0		実測
6	7		38.4		実測(融合5頭)
6	8		37.7		実測(融合2頭)
6	9		40.2		実測(融合2頭)
6	10		38.4		実測(融合5頭)
7	1		39.9		実測(融合2頭)
7	2		40.4		実測(融合2頭)
7	3		40.9		実測(融合2頭)
7	4		39.3		実測
7	5		41.2		実測(融合2頭)
7	6		40.1		実測
7	7		42.0		実測
7	8		41.2		実測(融合2頭)
7	9		40.4		実測(融合2頭)
7	10		40.9		実測(融合2頭)
7	11		39.9		実測(融合2頭)
8	1		39.9		実測(融合2頭)
8	2		42.7		実測
8	3		39.3		実測
8	4		41.8		実測(融合2頭)
8	5		40.2		実測(融合2頭)
8	6		39.9		実測(融合2頭)
8	7		41.8		実測(融合2頭)
8	8		40.7		実測
8	9		40.6		実測(融合2頭)
8	10		40.2		実測(融合2頭)
8	11		40.6		実測(融合2頭)
9	1		41.1		実測
9	3		40.5		実測
9	4		41.7		実測(融合4頭)
9	5		41.7		実測(融合4頭)
9	6		40.8		実測
9	7		42.6		実測
9	8		41.7		実測(融合4頭)
9	9		41.7		実測(融合4頭)
10	1		39.5		実測(融合4頭)
10	2		39.9		実測
10	3		39.3		実測(融合4頭)
10	4		37.9		実測
10	5		39.5		実測(融合4頭)
10	6		39.3		実測(融合4頭)
10	7		39.3		実測(融合4頭)
10	8		39.5		実測(融合4頭)
10	9		39.5		実測(融合4頭)
10	10		39.3		実測(融合4頭)
11	1		38.1		推定
11	2		39.0		推定
11	3		38.8		推定
11	4		38.8		推定
11	5		38.6		推定
11	6		39.4		推定
11	7		38.1		推定
11	8		37.5		推定
12	1		38.5		推定
12	2		37.8		推定
12	3		38.0		推定
12	4		39.5		推定
12	5		39.6		推定
12	6		38.5		推定
12	7		39.0		推定
12	8		39.6		推定
12	9		39.5		推定
12	10		37.4		推定
12	11		37.5		推定
12	12		38.5		推定
