レース	馬番	馬名	前半3F	向正面	出自
1	1		38.8		推定
1	2		41.7		推定
1	3		39.7		推定
1	4		38.9		推定
1	5		41.8		推定
1	6		38.8		推定
1	7		41.0		推定
1	8		39.2		推定
1	9		40.2		推定
1	10		40.1		推定
1	11		39.7		推定
2	1		39.6		推定
2	2		39.9		推定
2	3		39.5		推定
2	4		40.5		推定
2	5		39.3		推定
2	6		40.1		推定
2	7		39.4		推定
2	8		39.2		推定
3	1		40.4		推定
3	2		39.2		推定
3	3		40.5		推定
3	4		39.7		推定
3	5		40.0		推定
3	6		40.7		推定
3	7		40.3		推定
3	8		39.2		推定
3	9		39.0		推定
3	10		38.6		推定
4	1		40.3		実測(融合3頭)
4	2		40.0		実測(融合3頭)
4	3		40.6		実測(融合2頭)
4	4		40.3		実測(融合3頭)
4	5		40.9		実測
4	6		40.0		実測(融合3頭)
4	7		39.5		実測(融合2頭)
4	8		40.3		実測(融合3頭)
4	9		39.5		実測(融合2頭)
4	10		40.0		実測(融合3頭)
4	11		41.2		実測
4	12		40.6		実測(融合2頭)
5	1		41.0		推定
5	2		40.8		推定
5	3		41.4		推定
5	4		41.4		推定
5	5		41.0		推定
5	6		40.3		推定
5	7		41.3		推定
5	8		41.0		推定
5	9		40.5		推定
5	11		40.9		推定
6	1		38.6		実測(融合2頭)
6	2		40.8		実測
6	3		41.0		実測
6	4		39.2		実測(融合5頭)
6	5		39.2		実測(融合5頭)
6	6		38.6		実測(融合2頭)
6	7		39.2		実測(融合5頭)
6	8		40.0		実測
6	9		39.2		実測(融合5頭)
6	10		39.2		実測(融合5頭)
7	1		37.9		実測(融合5頭)
7	2		40.4		実測
7	3		39.8		実測
7	4		40.0		実測
7	5		37.9		実測(融合5頭)
7	6		37.9		実測(融合5頭)
7	7		37.9		実測(融合5頭)
7	8		39.3		実測
7	9		37.9		実測(融合5頭)
7	10		40.1		実測
8	1		39.2		実測(融合4頭)
8	2		39.2		実測(融合4頭)
8	3		39.6		実測
8	4		40.0		実測
8	5		38.3		実測
8	6		39.2		実測(融合4頭)
8	7		38.7		実測(融合4頭)
8	8		38.7		実測(融合4頭)
8	9		38.7		実測(融合4頭)
8	10		38.7		実測(融合4頭)
8	11		39.2		実測(融合4頭)
9	1		40.2		推定
9	2		39.3		推定
9	3		40.3		推定
9	4		39.1		推定
9	5		39.6		推定
9	6		39.3		推定
9	7		39.0		推定
9	8		39.0		推定
9	9		39.1		推定
10	1		41.4		実測
10	3		42.0		実測(融合3頭)
10	4		40.5		実測(融合2頭)
10	5		40.5		実測(融合2頭)
10	6		42.0		実測(融合3頭)
10	7		42.5		実測(融合3頭)
10	8		42.5		実測(融合3頭)
10	9		41.7		実測
10	10		42.5		実測(融合3頭)
10	11		42.0		実測(融合3頭)
11	1		38.1		実測
11	2		37.8		実測(融合2頭)
11	3		38.8		実測(融合3頭)
11	4		37.4		実測(融合2頭)
11	5		38.8		実測(融合3頭)
11	6		38.8		実測(融合3頭)
11	7		37.4		実測(融合2頭)
11	8		37.8		実測(融合2頭)
11	9		39.0		実測
11	10		38.4		実測
12	1		39.9		推定
12	2		39.5		推定
12	3		39.3		推定
12	4		38.4		推定
12	5		39.0		推定
12	7		39.1		推定
12	8		39.8		推定
12	9		39.9		推定
12	10		38.9		推定
12	11		39.8		推定
12	12		38.5		推定
