レース	馬番	馬名	前半3F	向正面	出自
1	1		40.6		推定
1	2		40.1		推定
1	3		41.1		推定
1	4		40.2		推定
1	5		40.5		推定
1	6		41.6		推定
1	7		41.0		推定
1	8		41.8		推定
1	9		39.5		推定
1	10		39.6		推定
1	11		42.2		推定
2	1		39.3		推定
2	2		39.8		推定
2	3		39.2		推定
2	4		41.3		推定
2	5		40.1		推定
2	6		40.7		推定
2	7		40.4		推定
2	8		38.2		推定
2	9		38.4		推定
2	10		39.2		推定
3	1		39.1		推定
3	2		39.8		推定
3	3		39.3		推定
3	4		39.5		推定
3	5		40.5		推定
3	6		39.0		推定
3	7		39.0		推定
3	8		39.1		推定
3	9		39.9		推定
3	10		40.5		推定
3	11		38.6		推定
4	1		39.3		推定
4	2		39.6		推定
4	3		39.6		推定
4	4		40.1		推定
4	5		40.3		推定
4	6		40.0		推定
4	7		38.8		推定
4	8		39.5		推定
4	9		39.3		推定
4	10		39.3		推定
4	11		40.7		推定
4	12		39.5		推定
5	1		39.5		推定
5	2		40.4		推定
5	3		41.0		推定
5	4		41.1		推定
5	5		39.5		推定
5	6		41.1		推定
5	7		42.3		推定
5	8		40.1		推定
5	9		40.0		推定
6	1		41.0		実測(融合4頭)
6	2		41.2		実測
6	3		40.2		実測(融合3頭)
6	4		41.4		実測
6	5		40.2		実測(融合3頭)
6	6		41.0		実測(融合4頭)
6	7		41.0		実測(融合4頭)
6	8		41.0		実測(融合4頭)
6	9		40.2		実測(融合3頭)
7	1		41.1		推定
7	2		39.9		推定
7	3		39.3		推定
7	4		39.4		推定
7	5		40.9		推定
7	6		40.1		推定
7	7		41.3		推定
7	8		40.3		推定
7	9		41.0		推定
8	1		40.5		実測(融合4頭)
8	2		40.0		実測(融合3頭)
8	3		40.5		実測(融合4頭)
8	4		41.1		実測
8	5		39.6		実測(融合2頭)
8	6		40.5		実測(融合4頭)
8	7		40.5		実測(融合4頭)
8	8		40.0		実測(融合3頭)
8	9		39.6		実測(融合2頭)
8	10		40.0		実測(融合3頭)
9	1		39.8		実測(融合2頭)
9	2		39.8		実測(融合2頭)
9	3		40.6		実測
9	4		40.5		実測
9	5		40.8		実測(融合3頭)
9	6		40.8		実測(融合3頭)
9	7		40.4		実測(融合3頭)
9	8		40.4		実測(融合3頭)
9	9		40.8		実測(融合3頭)
9	10		40.4		実測(融合3頭)
10	1		39.0		実測(融合5頭)
10	2		39.0		実測(融合5頭)
10	3		38.1		実測(融合4頭)
10	4		38.1		実測(融合4頭)
10	5		39.0		実測(融合5頭)
10	6		39.4		実測(融合2頭)
10	7		38.1		実測(融合4頭)
10	8		39.6		実測
10	9		39.0		実測(融合5頭)
10	10		39.4		実測(融合2頭)
10	11		38.1		実測(融合4頭)
10	12		39.0		実測(融合5頭)
11	1		41.1		実測
11	2		41.6		実測
11	3		40.6		実測(融合3頭)
11	4		39.7		実測(融合3頭)
11	5		40.4		実測(融合3頭)
11	6		39.7		実測(融合3頭)
11	7		40.4		実測(融合3頭)
11	8		39.7		実測(融合3頭)
11	9		41.5		実測
11	10		40.6		実測(融合3頭)
11	11		40.6		実測(融合3頭)
11	12		40.4		実測(融合3頭)
