レース	馬番	馬名	前半3F	向正面	出自
1	1		40.3		実測(融合3頭)
1	2		41.0		実測
1	3		41.7		実測
1	4		40.3		実測(融合3頭)
1	5		40.3		実測(融合3頭)
1	6		41.1		実測
1	7		42.4		実測
1	8		39.9		実測(融合2頭)
1	9		39.9		実測(融合2頭)
2	1		41.5		実測
2	2		39.5		実測(融合3頭)
2	3		40.3		実測(融合5頭)
2	4		40.3		実測(融合5頭)
2	5		39.5		実測(融合3頭)
2	6		40.3		実測(融合5頭)
2	7		40.3		実測(融合5頭)
2	8		41.0		実測
2	9		39.5		実測(融合3頭)
2	10		40.3		実測(融合5頭)
3	1		38.4		実測(融合4頭)
3	2		39.4		実測(融合4頭)
3	3		39.4		実測(融合4頭)
3	4		39.4		実測(融合4頭)
3	5		39.4		実測(融合4頭)
3	6		38.4		実測(融合4頭)
3	7		38.4		実測(融合4頭)
3	8		39.7		実測
3	9		38.4		実測(融合4頭)
4	1		39.9		推定
4	2		40.1		推定
4	3		39.3		推定
4	4		40.2		推定
4	5		41.0		推定
4	6		39.5		推定
4	7		40.2		推定
4	8		42.4		推定
4	9		40.7		推定
4	10		39.4		推定
5	1		39.4		推定
5	2		39.5		推定
5	3		38.2		推定
5	4		40.0		推定
5	5		39.6		推定
5	6		38.9		推定
5	7		39.4		推定
5	8		38.5		推定
5	9		39.5		推定
5	10		39.9		推定
6	1		41.2		推定
6	2		38.9		推定
6	3		40.8		推定
6	5		39.6		推定
6	6		40.0		推定
6	7		39.8		推定
6	8		39.0		推定
7	1		39.6		推定
7	2		41.0		推定
7	3		42.1		推定
7	4		39.0		推定
7	5		40.1		推定
7	6		38.2		推定
7	7		39.6		推定
7	8		39.4		推定
7	9		38.4		推定
7	10		41.1		推定
8	2		41.6		実測(融合2頭)
8	3		39.0		実測
8	4		41.6		実測(融合2頭)
8	5		39.5		実測(融合3頭)
8	6		39.5		実測(融合3頭)
8	7		39.5		実測(融合3頭)
8	8		41.9		実測
9	1		38.2		実測(融合3頭)
9	2		39.6		実測
9	3		39.4		実測(融合3頭)
9	4		38.2		実測(融合3頭)
9	5		39.0		実測
9	6		38.2		実測(融合3頭)
9	7		39.4		実測(融合3頭)
9	8		39.4		実測(融合3頭)
10	1		39.6		推定
10	2		39.2		推定
10	3		39.8		推定
10	4		37.9		推定
10	5		39.3		推定
10	6		39.7		推定
10	7		40.0		推定
10	8		39.6		推定
11	1		39.4		推定
11	2		39.1		推定
11	3		38.8		推定
11	4		39.6		推定
11	5		40.3		推定
11	6		39.5		推定
11	7		40.1		推定
11	8		39.7		推定
11	9		39.2		推定
11	10		38.8		推定
11	11		38.2		推定
11	12		39.3		推定
