レース	馬番	馬名	前半3F	向正面	出自
1	1		43.1		実測(融合2頭)
1	2		42.7		実測
1	3		43.7		実測(融合3頭)
1	4		42.0		実測
1	5		42.5		実測
1	6		43.7		実測(融合3頭)
1	7		43.1		実測(融合2頭)
1	8		43.7		実測(融合3頭)
2	1		41.2		実測(融合3頭)
2	2		40.8		実測(融合3頭)
2	4		41.2		実測(融合3頭)
2	5		41.0		実測(融合2頭)
2	6		41.2		実測(融合3頭)
2	7		40.8		実測(融合3頭)
2	8		40.8		実測(融合3頭)
2	9		40.2		実測(融合2頭)
2	10		40.2		実測(融合2頭)
2	11		41.0		実測(融合2頭)
3	1		43.3		推定
3	2		42.1		推定
3	3		42.5		推定
3	4		42.5		推定
3	5		42.8		推定
3	6		42.1		推定
3	7		43.8		推定
3	8		42.8		推定
3	9		42.4		推定
5	1		40.8		推定
5	2		38.7		推定
5	3		38.8		推定
5	4		39.4		推定
5	5		40.0		推定
5	6		39.6		推定
5	7		40.4		推定
5	8		40.2		推定
5	9		39.1		推定
5	10		39.2		推定
6	1		39.6		推定
6	2		40.6		推定
6	3		40.1		推定
6	4		41.9		推定
6	5		40.1		推定
6	6		41.3		推定
6	7		41.7		推定
6	8		40.0		推定
7	1		40.1		推定
7	2		40.6		推定
7	3		39.7		推定
7	4		40.3		推定
7	5		40.7		推定
7	6		40.5		推定
7	7		40.1		推定
7	8		39.1		推定
7	9		40.5		推定
7	10		39.8		推定
7	11		39.3		推定
8	1		38.8		推定
8	2		39.1		推定
8	3		38.5		推定
8	4		39.4		推定
8	5		39.4		推定
8	6		39.4		推定
8	7		39.6		推定
8	8		39.0		推定
8	9		39.8		推定
8	10		40.5		推定
9	1		39.0		推定
9	2		40.3		推定
9	3		39.6		推定
9	4		40.6		推定
9	5		39.3		推定
9	6		39.5		推定
9	7		39.9		推定
9	8		40.0		推定
9	9		39.2		推定
9	10		39.3		推定
10	1		41.1		推定
10	2		40.8		推定
10	3		40.9		推定
10	4		41.6		推定
10	5		41.6		推定
10	6		40.1		推定
10	7		42.4		推定
10	8		40.6		推定
10	9		41.0		推定
10	11		41.4		推定
