レース	馬番	馬名	前半3F	向正面	出自
1	1	スリーマドンナ	38.1		実測(旧)
1	2	アピールパワー	39.9	内	実測(旧)
1	3	ソヴァージュ	38.6		実測(旧)
1	4	オリヴィオリヴィ	40.0	内	実測(旧)
1	5	ノクスパーピリオ	38.3		実測(旧)
1	6	モズラストセール	38.8		実測(旧)
1	7	クイーンズガーデン	38.9	内	実測(旧)
1	8	トシッキーセカンド	37.9		実測(旧)
1	9	シティプロスパー	38.8	外2	実測(旧)
2	1	ホットロッドスター	39.5	内	実測(旧)
2	2	ユイノナナフシギ	39.1		実測(旧)
2	3	ターニーロイヤル	39.3		実測(旧)
2	4	ハクノセブン	39.9	内	実測(旧)
2	5	プリティスーチャン	38.8		実測(旧)
2	6	メガクローム	39.5		実測(旧)
2	7	フウリンカザン	38.9		実測(旧)
2	8	ファーストシーン	39.0		実測(旧)
2	9	シデレウス	39.1	内	実測(旧)
3	1	クリュメノス	39.5	外3	実測(旧)
3	2	ミアソレイユ	38.5	内	実測(旧)
3	3	チュラリヴァル	39.3	外3	実測(旧)
3	4	キーゴールド	39.0	外2	実測(旧)
3	5	カイトヴァイター	38.2	内	実測(旧)
3	6	ハルウタ	39.2	外3	実測(旧)
3	7	アーユーリアル	40.0	外3	実測(旧)
3	8	コンヴァーンクル	38.2	内	実測(旧)
3	9	コスモラパウィラ	38.5	外2	実測(旧)
3	10	カナデルラーケン	39.4	外3	実測(旧)
3	11	サンセットロード	38.8	外2	実測(旧)
4	1	スクーバー	39.4		実測(旧)
4	2	リゼレインボー	40.6	外3	実測(旧)
4	3	ブルジョア	40.2	内	実測(旧)
4	4	ローガンパス	39.2		実測(旧)
4	5	トーセンブレンダ	40.5	内	実測(旧)
4	6	ナチュラルスマイル	41.1		実測(旧)
4	7	ビッグバンド	39.4		実測(旧)
4	8	アラタマファルクス	40.4	外2	実測(旧)
4	9	レジスタ	41.9	外3	実測(旧)
4	10	ペイシャニット	39.2		実測(旧)
5	1	ジャスパーバローズ	40.4	内	実測(旧)
5	2	ゲンヨウサイ	40.7	外3	実測(旧)
5	3	ウインアウォード	40.6	内	実測(旧)
5	4	ミズワリヲクダサイ	41.3	外2	実測(旧)
5	5	サンダーゼウス	40.0	内	実測(旧)
5	6	キャッスルトップ	40.4	内	実測(旧)
5	7	ビオグラフィア	41.5	外2	実測(旧)
5	8	アルドーレ	41.7	外2	実測(旧)
5	9	ナムラテディー	40.1	外2	実測(旧)
6	1	マルカイグアス	39.0	外3	実測(旧)
6	2	エクセレントタイム	39.2	内	実測(旧)
6	3	ニクソンテソーロ	38.9	内	実測(旧)
6	4	ウインザナドゥ	39.4		実測(旧)
6	5	ジョウショーホープ	38.8		実測(旧)
6	6	アラジンバローズ	38.9	外2	実測(旧)
6	7	プリフロオールイン	38.1		実測(旧)
6	8	ロレンツォ	39.4	内	実測(旧)
6	9	ライラボンド	38.2		実測(旧)
6	10	グッドヒューマー	38.5	内	実測(旧)
6	11	エコロクラージュ	38.6		実測(旧)
7	2	オーウェンズバレー	40.2	内	実測(旧)
7	3	マイネルバルビゾン	39.4	内	実測(旧)
7	4	ナッシングベター	38.8		実測(旧)
7	5	セージブラッシュ	39.5	外2	実測(旧)
7	6	メイショウハヤセ	39.8		実測(旧)
7	7	ワグナーチューバ	39.0		実測(旧)
7	8	エムティパブロ	39.0		実測(旧)
7	9	コパノハンプトン	38.7		実測(旧)
7	10	アメージングラン	38.8		実測(旧)
8	1	ブリスディーシャ	38.7	内	実測(旧)
8	2	ハチャプリ	38.9	外2	実測(旧)
8	3	パーシステンス	40.5	外3	実測(旧)
8	4	ペイシャブギー	39.2	外3	実測(旧)
8	5	ナムラビオラ	39.5	外3	実測(旧)
8	6	トーアシオン	39.3	外3	実測(旧)
