レース	馬番	馬名	前半3F	向正面	出自
1	1		40.9		推定
1	2		39.6		推定
1	3		41.0		推定
1	4		41.0		推定
1	5		40.9		推定
1	6		40.5		推定
2	1		39.4		推定
2	2		39.0		推定
2	3		39.4		推定
2	4		39.2		推定
2	5		39.5		推定
2	6		39.4		推定
2	7		42.0		推定
2	8		39.9		推定
2	9		38.6		推定
2	10		39.6		推定
2	11		39.0		推定
3	1		40.9		推定
3	2		40.3		推定
3	3		40.5		推定
3	4		40.2		推定
3	5		40.3		推定
3	6		40.8		推定
3	7		40.4		推定
3	8		39.9		推定
3	9		40.0		推定
3	10		40.0		推定
3	11		40.3		推定
4	1		39.8		推定
4	2		39.5		推定
4	3		40.6		推定
4	4		40.1		推定
4	5		41.6		推定
4	6		39.5		推定
4	7		39.9		推定
4	8		40.1		推定
4	9		41.1		推定
4	10		40.0		推定
4	11		40.4		推定
4	12		39.5		推定
5	1		38.6		推定
5	2		39.1		推定
5	3		39.0		推定
5	4		39.1		推定
5	5		41.4		推定
5	6		39.5		推定
5	8		40.1		推定
5	9		40.1		推定
5	10		39.0		推定
5	11		38.8		推定
6	1		41.1		推定
6	2		39.0		推定
6	3		38.2		推定
6	4		38.6		推定
6	5		39.0		推定
6	6		40.0		推定
6	7		38.5		推定
6	8		40.6		推定
6	9		38.5		推定
8	1		40.0		実測(融合3頭)
8	2		40.0		実測(融合3頭)
8	3		42.3		実測
8	4		43.0		実測
8	5		42.4		実測
8	6		43.3		実測
8	7		40.0		実測(融合3頭)
8	8		43.8		実測
8	9		43.5		実測
9	1		41.1		実測(融合3頭)
9	2		41.1		実測(融合3頭)
9	3		41.6		実測
9	4		41.4		実測(融合2頭)
9	5		41.1		実測(融合3頭)
9	6		40.6		実測(融合2頭)
9	7		40.6		実測(融合2頭)
9	8		41.4		実測(融合2頭)
9	9		42.4		実測
10	1		40.2		実測(融合3頭)
10	2		39.9		実測(融合3頭)
10	3		40.2		実測(融合3頭)
10	4		39.9		実測(融合3頭)
10	5		40.5		実測(融合2頭)
10	6		39.9		実測(融合3頭)
10	7		41.0		実測
10	9		39.4		実測(融合2頭)
10	10		40.2		実測(融合3頭)
10	11		39.4		実測(融合2頭)
10	12		40.5		実測(融合2頭)
11	1		41.2		実測
11	2		40.0		実測(融合4頭)
11	3		40.0		実測(融合4頭)
11	4		42.4		実測
11	5		41.4		実測
11	6		39.4		実測
11	7		40.0		実測(融合4頭)
11	9		40.0		実測(融合4頭)
12	1		39.1		推定
12	3		38.8		推定
12	4		39.0		推定
12	5		40.0		推定
12	6		40.2		推定
12	7		39.1		推定
12	8		41.1		推定
12	9		40.8		推定
12	10		40.0		推定
12	11		39.2		推定
12	12		39.4		推定
