レース	馬番	馬名	前半3F	向正面	出自
1	1		40.5		推定
1	3		40.5		推定
1	4		40.5		推定
1	5		40.8		推定
2	1		40.3		実測(融合5頭)
2	2		41.5		実測
2	3		42.1		実測
2	4		40.3		実測(融合5頭)
2	5		39.7		実測
2	6		40.3		実測(融合5頭)
2	7		40.3		実測(融合5頭)
2	8		40.3		実測(融合5頭)
3	1		42.1		推定
3	2		39.0		推定
3	3		38.3		推定
3	4		39.6		推定
3	5		37.9		推定
3	6		39.6		推定
3	7		41.4		推定
3	8		41.2		推定
3	9		39.5		推定
3	10		38.4		推定
3	11		41.6		推定
4	1		41.5		推定
4	2		42.9		推定
4	3		42.0		推定
4	4		41.4		推定
4	5		43.1		推定
4	6		41.0		推定
4	8		41.5		推定
4	9		42.8		推定
4	10		41.1		推定
4	11		40.9		推定
4	12		40.8		推定
5	1		39.2		推定
5	2		40.3		推定
5	3		38.3		推定
5	4		38.5		推定
5	5		39.1		推定
5	6		39.4		推定
5	7		39.9		推定
5	8		41.0		推定
5	9		40.2		推定
5	10		42.7		推定
5	11		40.4		推定
6	1		40.0		推定
6	2		41.1		推定
6	3		39.1		推定
6	4		39.4		推定
6	5		39.5		推定
6	6		39.6		推定
6	7		40.1		推定
6	8		40.0		推定
6	9		40.0		推定
6	10		40.5		推定
6	11		40.4		推定
7	1		41.6		推定
7	2		39.9		推定
7	3		40.5		推定
7	4		41.2		推定
7	5		40.6		推定
7	6		40.3		推定
7	7		40.2		推定
7	8		41.2		推定
7	9		39.7		推定
8	1		41.1		推定
8	2		41.3		推定
8	3		39.8		推定
8	4		40.8		推定
8	5		39.7		推定
8	6		40.6		推定
8	7		41.9		推定
8	8		40.0		推定
8	9		40.9		推定
8	10		39.7		推定
8	11		40.4		推定
9	1		40.4		推定
9	2		39.0		推定
9	3		39.1		推定
9	4		38.8		推定
9	5		41.1		推定
9	6		39.5		推定
9	8		40.0		推定
9	9		39.8		推定
9	10		39.0		推定
9	11		39.8		推定
9	12		40.2		推定
10	1		40.1		実測(融合3頭)
10	2		39.6		実測(融合3頭)
10	3		40.3		実測
10	4		40.1		実測(融合3頭)
10	5		39.3		実測
10	6		40.1		実測(融合3頭)
10	7		39.6		実測(融合3頭)
10	8		41.2		実測
10	9		39.6		実測(融合3頭)
11	1		38.8		実測(融合3頭)
11	2		38.8		実測(融合3頭)
11	3		38.8		実測(融合3頭)
11	4		39.4		実測(融合4頭)
11	5		39.4		実測(融合4頭)
11	6		39.4		実測(融合4頭)
11	7		39.8		実測(融合2頭)
11	8		40.2		実測
11	9		39.8		実測(融合2頭)
11	10		39.4		実測(融合4頭)
12	1		40.0		推定
12	2		40.5		推定
12	3		40.3		推定
12	4		39.6		推定
12	5		39.4		推定
12	6		39.5		推定
12	7		40.5		推定
12	8		39.8		推定
12	9		39.4		推定
12	10		40.1		推定
12	11		39.6		推定
12	12		39.4		推定
